pdb	scenario	struct	model_flexref	fnat_flex	model_rigidbody	fnat_rigid	fnat_diff
7w1sB	loose	b	flexref_92.pdb	0.818	rigidbody_309.pdb	0.773	0.045
7w1sB	loose	b	flexref_50.pdb	0.727	rigidbody_244.pdb	0.705	0.022
7w1sB	loose	b	flexref_38.pdb	0.773	rigidbody_430.pdb	0.614	0.159
7w1sB	loose	b	flexref_72.pdb	0.682	rigidbody_163.pdb	0.636	0.046
7w1sB	loose	b	flexref_49.pdb	0.659	rigidbody_91.pdb	0.591	0.068
7w1sB	loose	b	flexref_110.pdb	0.705	rigidbody_19.pdb	0.659	0.046
7w1sB	loose	b	flexref_58.pdb	0.682	rigidbody_414.pdb	0.705	-0.023
7w1sB	loose	b	flexref_106.pdb	0.795	rigidbody_63.pdb	0.659	0.136
7w1sB	loose	b	flexref_65.pdb	0.705	rigidbody_443.pdb	0.705	0.000
7w1sB	loose	b	flexref_79.pdb	0.773	rigidbody_171.pdb	0.636	0.137
7w1sB	loose	b	flexref_103.pdb	0.705	rigidbody_89.pdb	0.636	0.069
7w1sB	loose	b	flexref_114.pdb	0.614	rigidbody_164.pdb	0.636	-0.022
7w1sB	loose	b	flexref_118.pdb	0.841	rigidbody_240.pdb	0.614	0.227
7w1sB	loose	b	flexref_113.pdb	0.841	rigidbody_303.pdb	0.795	0.046
7w1sB	loose	b	flexref_97.pdb	0.727	rigidbody_27.pdb	0.659	0.068
7w1sB	loose	b	flexref_91.pdb	0.773	rigidbody_40.pdb	0.636	0.137
7w1sB	loose	b	flexref_128.pdb	0.659	rigidbody_347.pdb	0.614	0.045
7w1sB	loose	b	flexref_59.pdb	0.864	rigidbody_337.pdb	0.818	0.046
7w1sB	loose	b	flexref_71.pdb	0.705	rigidbody_390.pdb	0.636	0.069
7w1sB	loose	b	flexref_81.pdb	0.682	rigidbody_391.pdb	0.614	0.068
7w1sB	loose	b	flexref_117.pdb	0.727	rigidbody_114.pdb	0.727	0.000
7w1sB	loose	b	flexref_108.pdb	0.614	rigidbody_192.pdb	0.591	0.023
7w1sB	loose	b	flexref_112.pdb	0.727	rigidbody_364.pdb	0.636	0.091
7w1sB	loose	b	flexref_123.pdb	0.705	rigidbody_70.pdb	0.818	-0.113
7w1sB	loose	b	flexref_51.pdb	0.727	rigidbody_431.pdb	0.636	0.091
7w1sB	loose	b	flexref_101.pdb	0.886	rigidbody_203.pdb	0.727	0.159
7w1sB	loose	b	flexref_88.pdb	0.659	rigidbody_115.pdb	0.682	-0.023
7w1sB	loose	b	flexref_111.pdb	0.773	rigidbody_345.pdb	0.773	0.000
7w1sB	loose	b	flexref_121.pdb	0.705	rigidbody_400.pdb	0.659	0.046
7w1sB	loose	b	flexref_125.pdb	0.659	rigidbody_260.pdb	0.591	0.068
7w1sB	loose	b	flexref_46.pdb	0.636	rigidbody_355.pdb	0.614	0.022
7w1sB	loose	b	flexref_116.pdb	0.727	rigidbody_267.pdb	0.727	0.000
7w1sB	loose	b	flexref_119.pdb	0.750	rigidbody_253.pdb	0.614	0.136
7w1sB	loose	b	flexref_86.pdb	0.773	rigidbody_487.pdb	0.727	0.046
7w1sB	loose	b	flexref_69.pdb	0.659	rigidbody_465.pdb	0.636	0.023
7w1sB	loose	b	flexref_168.pdb	0.705	rigidbody_6.pdb	0.409	0.296
7w1sB	loose	b	flexref_68.pdb	0.523	rigidbody_155.pdb	0.523	0.000
7w1sB	loose	b	flexref_140.pdb	0.727	rigidbody_153.pdb	0.727	0.000
7w1sB	loose	b	flexref_57.pdb	0.750	rigidbody_138.pdb	0.659	0.091
7w1sB	loose	b	flexref_95.pdb	0.750	rigidbody_50.pdb	0.818	-0.068
7w1sB	loose	b	flexref_77.pdb	0.659	rigidbody_236.pdb	0.659	0.000
7w1sB	loose	b	flexref_131.pdb	0.705	rigidbody_293.pdb	0.705	0.000
7w1sB	loose	b	flexref_152.pdb	0.591	rigidbody_208.pdb	0.386	0.205
7w1sB	loose	b	flexref_130.pdb	0.568	rigidbody_190.pdb	0.636	-0.068
7w1sB	loose	b	flexref_84.pdb	0.795	rigidbody_441.pdb	0.659	0.136
7w1sB	loose	b	flexref_133.pdb	0.682	rigidbody_43.pdb	0.636	0.046
7w1sB	loose	b	flexref_33.pdb	0.568	rigidbody_200.pdb	0.591	-0.023
7w1sB	loose	b	flexref_41.pdb	0.682	rigidbody_90.pdb	0.614	0.068
7w1sB	loose	b	flexref_75.pdb	0.591	rigidbody_103.pdb	0.614	-0.023
7w1sB	loose	b	flexref_143.pdb	0.409	rigidbody_413.pdb	0.318	0.091
7w1sB	loose	b	flexref_107.pdb	0.750	rigidbody_193.pdb	0.705	0.045
7w1sB	loose	b	flexref_102.pdb	0.614	rigidbody_498.pdb	0.659	-0.045
7w1sB	loose	b	flexref_78.pdb	0.727	rigidbody_189.pdb	0.727	0.000
7w1sB	loose	b	flexref_67.pdb	0.750	rigidbody_214.pdb	0.614	0.136
7w1sB	loose	b	flexref_181.pdb	0.477	rigidbody_274.pdb	0.455	0.022
7w1sB	loose	b	flexref_120.pdb	0.591	rigidbody_467.pdb	0.659	-0.068
7w1sB	loose	b	flexref_174.pdb	0.432	rigidbody_142.pdb	0.386	0.046
7w1sB	loose	b	flexref_96.pdb	0.750	rigidbody_39.pdb	0.705	0.045
7w1sB	loose	b	flexref_139.pdb	0.568	rigidbody_201.pdb	0.591	-0.023
7w1sB	loose	b	flexref_144.pdb	0.659	rigidbody_45.pdb	0.818	-0.159
7w1sB	loose	b	flexref_170.pdb	0.705	rigidbody_458.pdb	0.614	0.091
7w1sB	loose	b	flexref_56.pdb	0.477	rigidbody_494.pdb	0.455	0.022
7w1sB	loose	b	flexref_157.pdb	0.227	rigidbody_182.pdb	0.409	-0.182
7w1sB	loose	b	flexref_52.pdb	0.545	rigidbody_249.pdb	0.614	-0.069
7w1sB	loose	b	flexref_76.pdb	0.386	rigidbody_407.pdb	0.614	-0.228
7w1sB	loose	b	flexref_177.pdb	0.318	rigidbody_418.pdb	0.250	0.068
7w1sB	loose	b	flexref_129.pdb	0.523	rigidbody_25.pdb	0.727	-0.204
7w1sB	loose	b	flexref_136.pdb	0.455	rigidbody_436.pdb	0.455	0.000
7w1sB	loose	b	flexref_109.pdb	0.523	rigidbody_335.pdb	0.500	0.023
7w1sB	loose	b	flexref_98.pdb	0.682	rigidbody_176.pdb	0.773	-0.091
7w1sB	loose	b	flexref_171.pdb	0.455	rigidbody_388.pdb	0.523	-0.068
7w1sB	loose	b	flexref_104.pdb	0.636	rigidbody_456.pdb	0.682	-0.046
7w1sB	loose	b	flexref_185.pdb	0.568	rigidbody_140.pdb	0.455	0.113
7w1sB	loose	b	flexref_99.pdb	0.636	rigidbody_202.pdb	0.591	0.045
7w1sB	loose	b	flexref_187.pdb	0.455	rigidbody_366.pdb	0.432	0.023
7w1sB	loose	b	flexref_115.pdb	0.705	rigidbody_389.pdb	0.614	0.091
7w1sB	loose	b	flexref_85.pdb	0.477	rigidbody_424.pdb	0.409	0.068
7w1sB	loose	b	flexref_172.pdb	0.591	rigidbody_88.pdb	0.455	0.136
7w1sB	loose	b	flexref_40.pdb	0.477	rigidbody_282.pdb	0.591	-0.114
7w1sB	loose	b	flexref_53.pdb	0.477	rigidbody_174.pdb	0.614	-0.137
7w1sB	loose	b	flexref_36.pdb	0.568	rigidbody_416.pdb	0.591	-0.023
7w1sB	loose	b	flexref_155.pdb	0.477	rigidbody_102.pdb	0.455	0.022
7w1sB	loose	b	flexref_87.pdb	0.614	rigidbody_79.pdb	0.682	-0.068
7w1sB	loose	b	flexref_94.pdb	0.295	rigidbody_24.pdb	0.591	-0.296
7w1sB	loose	b	flexref_141.pdb	0.545	rigidbody_285.pdb	0.614	-0.069
7w1sB	loose	b	flexref_82.pdb	0.568	rigidbody_241.pdb	0.636	-0.068
7w1sB	loose	b	flexref_127.pdb	0.682	rigidbody_76.pdb	0.795	-0.113
7w1sB	loose	b	flexref_126.pdb	0.636	rigidbody_363.pdb	0.591	0.045
7w1sB	loose	b	flexref_175.pdb	0.295	rigidbody_183.pdb	0.409	-0.114
7w1sB	loose	b	flexref_105.pdb	0.659	rigidbody_23.pdb	0.636	0.023
7w1sB	loose	b	flexref_195.pdb	0.409	rigidbody_61.pdb	0.432	-0.023
7w1sB	loose	b	flexref_89.pdb	0.614	rigidbody_231.pdb	0.636	-0.022
7w1sB	loose	b	flexref_62.pdb	0.636	rigidbody_178.pdb	0.682	-0.046
7w1sB	loose	b	flexref_178.pdb	0.477	rigidbody_299.pdb	0.409	0.068
7w1sB	loose	b	flexref_124.pdb	0.659	rigidbody_226.pdb	0.727	-0.068
7w1sB	loose	b	flexref_142.pdb	0.295	rigidbody_316.pdb	0.432	-0.137
7w1sB	loose	b	flexref_199.pdb	0.295	rigidbody_439.pdb	0.432	-0.137
7w1sB	loose	b	flexref_47.pdb	0.477	rigidbody_292.pdb	0.659	-0.182
7w1sB	loose	b	flexref_74.pdb	0.455	rigidbody_280.pdb	0.591	-0.136
7w1sB	loose	b	flexref_73.pdb	0.477	rigidbody_29.pdb	0.727	-0.250
7w1sB	loose	b	flexref_134.pdb	0.477	rigidbody_252.pdb	0.659	-0.182
7w1sB	loose	b	flexref_100.pdb	0.477	rigidbody_255.pdb	0.455	0.022
7w1sB	loose	b	flexref_54.pdb	0.295	rigidbody_188.pdb	0.568	-0.273
7w1sB	loose	b	flexref_198.pdb	0.432	rigidbody_94.pdb	0.523	-0.091
7w1sB	loose	b	flexref_83.pdb	0.500	rigidbody_125.pdb	0.705	-0.205
7w1sB	loose	b	flexref_160.pdb	0.409	rigidbody_157.pdb	0.386	0.023
7w1sB	loose	b	flexref_135.pdb	0.500	rigidbody_167.pdb	0.659	-0.159
7w1sB	loose	b	flexref_189.pdb	0.295	rigidbody_302.pdb	0.341	-0.046
7w1sB	loose	b	flexref_165.pdb	0.136	rigidbody_166.pdb	0.386	-0.250
7w1sB	loose	b	flexref_159.pdb	0.364	rigidbody_485.pdb	0.409	-0.045
7w1sB	loose	u	flexref_195.pdb	0.500	rigidbody_64.pdb	0.295	0.205
7w1sB	loose	u	flexref_197.pdb	0.591	rigidbody_299.pdb	0.364	0.227
7w1sB	loose	u	flexref_42.pdb	0.591	rigidbody_444.pdb	0.636	-0.045
7w1sB	loose	u	flexref_32.pdb	0.477	rigidbody_353.pdb	0.591	-0.114
7w1sB	loose	u	flexref_134.pdb	0.750	rigidbody_88.pdb	0.500	0.250
7w1sB	loose	u	flexref_17.pdb	0.705	rigidbody_56.pdb	0.636	0.069
7w1sB	loose	u	flexref_54.pdb	0.636	rigidbody_125.pdb	0.636	0.000
7w1sB	loose	u	flexref_75.pdb	0.818	rigidbody_28.pdb	0.614	0.204
7w1sB	loose	u	flexref_23.pdb	0.636	rigidbody_429.pdb	0.614	0.022
7w1sB	loose	u	flexref_144.pdb	0.636	rigidbody_42.pdb	0.523	0.113
7w1sB	loose	u	flexref_6.pdb	0.773	rigidbody_140.pdb	0.523	0.250
7w1sB	loose	u	flexref_127.pdb	0.386	rigidbody_315.pdb	0.432	-0.046
7w1sB	loose	u	flexref_83.pdb	0.750	rigidbody_210.pdb	0.614	0.136
7w1sB	loose	u	flexref_27.pdb	0.727	rigidbody_455.pdb	0.614	0.113
7w1sB	loose	u	flexref_89.pdb	0.795	rigidbody_379.pdb	0.636	0.159
7w1sB	loose	u	flexref_43.pdb	0.477	rigidbody_403.pdb	0.682	-0.205
7w1sB	loose	u	flexref_77.pdb	0.636	rigidbody_488.pdb	0.659	-0.023
7w1sB	loose	u	flexref_11.pdb	0.682	rigidbody_85.pdb	0.591	0.091
7w1sB	loose	u	flexref_81.pdb	0.500	rigidbody_474.pdb	0.636	-0.136
7w1sB	loose	u	flexref_47.pdb	0.523	rigidbody_138.pdb	0.614	-0.091
7w1sB	loose	u	flexref_68.pdb	0.727	rigidbody_1.pdb	0.659	0.068
7w1sB	loose	u	flexref_161.pdb	0.591	rigidbody_487.pdb	0.455	0.136
7w1sB	loose	u	flexref_35.pdb	0.659	rigidbody_257.pdb	0.682	-0.023
7w1sB	loose	u	flexref_4.pdb	0.136	rigidbody_119.pdb	0.136	0.000
7w1sB	loose	u	flexref_38.pdb	0.432	rigidbody_208.pdb	0.568	-0.136
7w1sB	loose	u	flexref_176.pdb	0.591	rigidbody_131.pdb	0.318	0.273
7w1sB	loose	u	flexref_154.pdb	0.659	rigidbody_75.pdb	0.364	0.295
7w1sB	loose	u	flexref_156.pdb	0.250	rigidbody_193.pdb	0.159	0.091
7w1sB	loose	u	flexref_15.pdb	0.682	rigidbody_406.pdb	0.568	0.114
7w1sB	loose	u	flexref_30.pdb	0.659	rigidbody_87.pdb	0.682	-0.023
7w1sB	loose	u	flexref_147.pdb	0.614	rigidbody_382.pdb	0.500	0.114
7w1sB	loose	u	flexref_39.pdb	0.682	rigidbody_170.pdb	0.614	0.068
7w1sB	loose	u	flexref_150.pdb	0.455	rigidbody_448.pdb	0.364	0.091
7w1sB	loose	u	flexref_58.pdb	0.636	rigidbody_90.pdb	0.705	-0.069
7w1sB	loose	u	flexref_171.pdb	0.432	rigidbody_129.pdb	0.341	0.091
7w1sB	loose	u	flexref_139.pdb	0.659	rigidbody_395.pdb	0.432	0.227
7w1sB	loose	u	flexref_19.pdb	0.614	rigidbody_373.pdb	0.523	0.091
7w1sB	loose	u	flexref_56.pdb	0.750	rigidbody_355.pdb	0.432	0.318
7w1sB	loose	u	flexref_14.pdb	0.682	rigidbody_234.pdb	0.591	0.091
7w1sB	loose	u	flexref_179.pdb	0.682	rigidbody_23.pdb	0.523	0.159
7w1sB	loose	u	flexref_123.pdb	0.614	rigidbody_152.pdb	0.545	0.069
7w1sB	loose	u	flexref_143.pdb	0.568	rigidbody_408.pdb	0.477	0.091
7w1sB	loose	u	flexref_37.pdb	0.568	rigidbody_351.pdb	0.659	-0.091
7w1sB	loose	u	flexref_20.pdb	0.455	rigidbody_463.pdb	0.545	-0.090
7w1sB	loose	u	flexref_104.pdb	0.682	rigidbody_369.pdb	0.659	0.023
7w1sB	loose	u	flexref_97.pdb	0.432	rigidbody_154.pdb	0.636	-0.204
7w1sB	loose	u	flexref_61.pdb	0.614	rigidbody_255.pdb	0.682	-0.068
7w1sB	loose	u	flexref_185.pdb	0.455	rigidbody_486.pdb	0.364	0.091
7w1sB	loose	u	flexref_116.pdb	0.523	rigidbody_36.pdb	0.455	0.068
7w1sB	loose	u	flexref_181.pdb	0.432	rigidbody_99.pdb	0.318	0.114
7w1sB	loose	u	flexref_193.pdb	0.545	rigidbody_377.pdb	0.477	0.068
7w1sB	loose	u	flexref_152.pdb	0.432	rigidbody_380.pdb	0.523	-0.091
7w1sB	loose	u	flexref_198.pdb	0.318	rigidbody_12.pdb	0.364	-0.046
7w1sB	loose	u	flexref_125.pdb	0.568	rigidbody_242.pdb	0.432	0.136
7w1sB	loose	u	flexref_100.pdb	0.614	rigidbody_326.pdb	0.636	-0.022
7w1sB	loose	u	flexref_84.pdb	0.682	rigidbody_368.pdb	0.682	0.000
7w1sB	loose	u	flexref_135.pdb	0.409	rigidbody_333.pdb	0.295	0.114
7w1sB	loose	u	flexref_167.pdb	0.432	rigidbody_312.pdb	0.295	0.137
7w1sB	loose	u	flexref_142.pdb	0.477	rigidbody_352.pdb	0.295	0.182
7w1sB	loose	u	flexref_76.pdb	0.545	rigidbody_275.pdb	0.659	-0.114
7w1sB	loose	u	flexref_178.pdb	0.318	rigidbody_358.pdb	0.205	0.113
7w1sB	loose	u	flexref_163.pdb	0.636	rigidbody_5.pdb	0.409	0.227
7w1sB	loose	u	flexref_162.pdb	0.659	rigidbody_301.pdb	0.477	0.182
7w1sB	loose	u	flexref_184.pdb	0.432	rigidbody_130.pdb	0.295	0.137
7w1sB	loose	u	flexref_126.pdb	0.341	rigidbody_292.pdb	0.295	0.046
7w1sB	loose	u	flexref_131.pdb	0.477	rigidbody_401.pdb	0.341	0.136
7w1sB	loose	u	flexref_157.pdb	0.591	rigidbody_155.pdb	0.500	0.091
7w1sB	loose	u	flexref_189.pdb	0.659	rigidbody_216.pdb	0.477	0.182
7w1sB	loose	u	flexref_151.pdb	0.614	rigidbody_304.pdb	0.523	0.091
7w1sB	loose	u	flexref_129.pdb	0.636	rigidbody_445.pdb	0.477	0.159
7w1sB	loose	u	flexref_28.pdb	0.568	rigidbody_239.pdb	0.682	-0.114
7w1sB	loose	u	flexref_148.pdb	0.364	rigidbody_116.pdb	0.295	0.069
7w1sB	loose	u	flexref_138.pdb	0.455	rigidbody_343.pdb	0.409	0.046
7w1sB	loose	u	flexref_186.pdb	0.455	rigidbody_207.pdb	0.318	0.137
7w1sB	loose	u	flexref_180.pdb	0.455	rigidbody_264.pdb	0.500	-0.045
7w1sB	loose	u	flexref_50.pdb	0.477	rigidbody_274.pdb	0.659	-0.182
7w1sB	loose	u	flexref_133.pdb	0.341	rigidbody_186.pdb	0.318	0.023
7w1sB	loose	u	flexref_118.pdb	0.364	rigidbody_141.pdb	0.364	0.000
7w1sB	loose	u	flexref_136.pdb	0.409	rigidbody_70.pdb	0.409	0.000
7w1sB	loose	u	flexref_164.pdb	0.568	rigidbody_147.pdb	0.386	0.182
7w1sB	loose	u	flexref_183.pdb	0.341	rigidbody_397.pdb	0.318	0.023
7w1sB	loose	u	flexref_165.pdb	0.273	rigidbody_173.pdb	0.364	-0.091
7w1sB	loose	u	flexref_141.pdb	0.568	rigidbody_295.pdb	0.386	0.182
7w1sB	loose	u	flexref_158.pdb	0.386	rigidbody_139.pdb	0.432	-0.046
7w1sB	loose	u	flexref_146.pdb	0.455	rigidbody_378.pdb	0.432	0.023
7w1sB	loose	u	flexref_53.pdb	0.614	rigidbody_142.pdb	0.568	0.046
7w1sB	loose	u	flexref_33.pdb	0.477	rigidbody_179.pdb	0.659	-0.182
7w1sB	loose	u	flexref_18.pdb	0.182	rigidbody_313.pdb	0.500	-0.318
7w1sB	loose	u	flexref_160.pdb	0.364	rigidbody_354.pdb	0.432	-0.068
7w1sB	loose	u	flexref_10.pdb	0.341	rigidbody_402.pdb	0.591	-0.250
7w1sB	loose	u	flexref_66.pdb	0.227	rigidbody_202.pdb	0.568	-0.341
7w1sB	loose	u	flexref_102.pdb	0.205	rigidbody_205.pdb	0.295	-0.090
7w1sB	real	b	flexref_112.pdb	0.841	rigidbody_360.pdb	0.864	-0.023
7w1sB	real	b	flexref_150.pdb	0.864	rigidbody_425.pdb	0.659	0.205
7w1sB	real	b	flexref_122.pdb	0.841	rigidbody_452.pdb	0.841	0.000
7w1sB	real	b	flexref_117.pdb	0.841	rigidbody_167.pdb	0.795	0.046
7w1sB	real	b	flexref_107.pdb	0.864	rigidbody_78.pdb	0.818	0.046
7w1sB	real	b	flexref_159.pdb	0.841	rigidbody_313.pdb	0.864	-0.023
7w1sB	real	b	flexref_163.pdb	0.795	rigidbody_357.pdb	0.682	0.113
7w1sB	real	b	flexref_138.pdb	0.864	rigidbody_370.pdb	0.773	0.091
7w1sB	real	b	flexref_140.pdb	0.795	rigidbody_216.pdb	0.841	-0.046
7w1sB	real	b	flexref_141.pdb	0.864	rigidbody_368.pdb	0.864	0.000
7w1sB	real	b	flexref_148.pdb	0.841	rigidbody_26.pdb	0.841	0.000
7w1sB	real	b	flexref_85.pdb	0.750	rigidbody_239.pdb	0.659	0.091
7w1sB	real	b	flexref_176.pdb	0.864	rigidbody_329.pdb	0.795	0.069
7w1sB	real	b	flexref_183.pdb	0.750	rigidbody_43.pdb	0.864	-0.114
7w1sB	real	b	flexref_130.pdb	0.795	rigidbody_175.pdb	0.795	0.000
7w1sB	real	b	flexref_198.pdb	0.773	rigidbody_434.pdb	0.773	0.000
7w1sB	real	b	flexref_153.pdb	0.773	rigidbody_449.pdb	0.841	-0.068
7w1sB	real	b	flexref_50.pdb	0.795	rigidbody_300.pdb	0.705	0.090
7w1sB	real	b	flexref_116.pdb	0.795	rigidbody_16.pdb	0.841	-0.046
7w1sB	real	b	flexref_25.pdb	0.727	rigidbody_342.pdb	0.636	0.091
7w1sB	real	b	flexref_147.pdb	0.773	rigidbody_301.pdb	0.773	0.000
7w1sB	real	b	flexref_77.pdb	0.841	rigidbody_477.pdb	0.886	-0.045
7w1sB	real	b	flexref_145.pdb	0.841	rigidbody_475.pdb	0.682	0.159
7w1sB	real	b	flexref_143.pdb	0.818	rigidbody_414.pdb	0.841	-0.023
7w1sB	real	b	flexref_152.pdb	0.773	rigidbody_99.pdb	0.659	0.114
7w1sB	real	b	flexref_96.pdb	0.773	rigidbody_203.pdb	0.682	0.091
7w1sB	real	b	flexref_157.pdb	0.818	rigidbody_467.pdb	0.864	-0.046
7w1sB	real	b	flexref_80.pdb	0.818	rigidbody_165.pdb	0.659	0.159
7w1sB	real	b	flexref_126.pdb	0.841	rigidbody_193.pdb	0.864	-0.023
7w1sB	real	b	flexref_180.pdb	0.841	rigidbody_396.pdb	0.864	-0.023
7w1sB	real	b	flexref_113.pdb	0.818	rigidbody_487.pdb	0.659	0.159
7w1sB	real	b	flexref_83.pdb	0.818	rigidbody_237.pdb	0.682	0.136
7w1sB	real	b	flexref_158.pdb	0.750	rigidbody_448.pdb	0.659	0.091
7w1sB	real	b	flexref_111.pdb	0.818	rigidbody_483.pdb	0.727	0.091
7w1sB	real	b	flexref_108.pdb	0.773	rigidbody_337.pdb	0.705	0.068
7w1sB	real	b	flexref_182.pdb	0.795	rigidbody_335.pdb	0.795	0.000
7w1sB	real	b	flexref_90.pdb	0.818	rigidbody_419.pdb	0.795	0.023
7w1sB	real	b	flexref_79.pdb	0.841	rigidbody_67.pdb	0.841	0.000
7w1sB	real	b	flexref_156.pdb	0.818	rigidbody_141.pdb	0.864	-0.046
7w1sB	real	b	flexref_168.pdb	0.773	rigidbody_118.pdb	0.864	-0.091
7w1sB	real	b	flexref_70.pdb	0.818	rigidbody_436.pdb	0.864	-0.046
7w1sB	real	b	flexref_199.pdb	0.795	rigidbody_212.pdb	0.841	-0.046
7w1sB	real	b	flexref_170.pdb	0.841	rigidbody_244.pdb	0.841	0.000
7w1sB	real	b	flexref_136.pdb	0.773	rigidbody_362.pdb	0.841	-0.068
7w1sB	real	b	flexref_103.pdb	0.750	rigidbody_131.pdb	0.614	0.136
7w1sB	real	b	flexref_181.pdb	0.818	rigidbody_496.pdb	0.818	0.000
7w1sB	real	b	flexref_132.pdb	0.864	rigidbody_450.pdb	0.659	0.205
7w1sB	real	b	flexref_162.pdb	0.818	rigidbody_287.pdb	0.864	-0.046
7w1sB	real	b	flexref_68.pdb	0.773	rigidbody_77.pdb	0.591	0.182
7w1sB	real	b	flexref_120.pdb	0.682	rigidbody_444.pdb	0.682	0.000
7w1sB	real	b	flexref_97.pdb	0.773	rigidbody_411.pdb	0.591	0.182
7w1sB	real	b	flexref_75.pdb	0.795	rigidbody_91.pdb	0.682	0.113
7w1sB	real	b	flexref_131.pdb	0.795	rigidbody_3.pdb	0.682	0.113
7w1sB	real	b	flexref_65.pdb	0.682	rigidbody_218.pdb	0.727	-0.045
7w1sB	real	b	flexref_189.pdb	0.773	rigidbody_57.pdb	0.818	-0.045
7w1sB	real	b	flexref_178.pdb	0.795	rigidbody_208.pdb	0.659	0.136
7w1sB	real	b	flexref_154.pdb	0.750	rigidbody_129.pdb	0.841	-0.091
7w1sB	real	b	flexref_135.pdb	0.705	rigidbody_233.pdb	0.750	-0.045
7w1sB	real	b	flexref_185.pdb	0.750	rigidbody_403.pdb	0.727	0.023
7w1sB	real	b	flexref_100.pdb	0.636	rigidbody_373.pdb	0.614	0.022
7w1sB	real	b	flexref_184.pdb	0.795	rigidbody_257.pdb	0.864	-0.069
7w1sB	real	b	flexref_53.pdb	0.773	rigidbody_378.pdb	0.727	0.046
7w1sB	real	b	flexref_134.pdb	0.773	rigidbody_114.pdb	0.682	0.091
7w1sB	real	b	flexref_195.pdb	0.773	rigidbody_68.pdb	0.750	0.023
7w1sB	real	b	flexref_114.pdb	0.773	rigidbody_242.pdb	0.841	-0.068
7w1sB	real	b	flexref_128.pdb	0.773	rigidbody_75.pdb	0.841	-0.068
7w1sB	real	b	flexref_59.pdb	0.818	rigidbody_232.pdb	0.659	0.159
7w1sB	real	b	flexref_88.pdb	0.750	rigidbody_177.pdb	0.727	0.023
7w1sB	real	b	flexref_133.pdb	0.773	rigidbody_90.pdb	0.795	-0.022
7w1sB	real	b	flexref_200.pdb	0.636	rigidbody_391.pdb	0.591	0.045
7w1sB	real	b	flexref_139.pdb	0.727	rigidbody_238.pdb	0.841	-0.114
7w1sB	real	b	flexref_146.pdb	0.682	rigidbody_21.pdb	0.636	0.046
7w1sB	real	b	flexref_124.pdb	0.773	rigidbody_275.pdb	0.636	0.137
7w1sB	real	b	flexref_106.pdb	0.750	rigidbody_24.pdb	0.659	0.091
7w1sB	real	b	flexref_104.pdb	0.795	rigidbody_29.pdb	0.659	0.136
7w1sB	real	b	flexref_118.pdb	0.795	rigidbody_231.pdb	0.705	0.090
7w1sB	real	b	flexref_144.pdb	0.727	rigidbody_423.pdb	0.818	-0.091
7w1sB	real	b	flexref_197.pdb	0.773	rigidbody_390.pdb	0.795	-0.022
7w1sB	real	b	flexref_72.pdb	0.795	rigidbody_65.pdb	0.705	0.090
7w1sB	real	b	flexref_187.pdb	0.795	rigidbody_236.pdb	0.864	-0.069
7w1sB	real	b	flexref_91.pdb	0.682	rigidbody_18.pdb	0.795	-0.113
7w1sB	real	b	flexref_190.pdb	0.818	rigidbody_354.pdb	0.864	-0.046
7w1sB	real	b	flexref_119.pdb	0.773	rigidbody_230.pdb	0.614	0.159
7w1sB	real	b	flexref_82.pdb	0.773	rigidbody_441.pdb	0.773	0.000
7w1sB	real	b	flexref_127.pdb	0.773	rigidbody_92.pdb	0.636	0.137
7w1sB	real	b	flexref_93.pdb	0.773	rigidbody_70.pdb	0.750	0.023
7w1sB	real	b	flexref_125.pdb	0.841	rigidbody_400.pdb	0.864	-0.023
7w1sB	real	b	flexref_71.pdb	0.864	rigidbody_11.pdb	0.864	0.000
7w1sB	real	b	flexref_196.pdb	0.659	rigidbody_155.pdb	0.864	-0.205
7w1sB	real	b	flexref_51.pdb	0.659	rigidbody_495.pdb	0.591	0.068
7w1sB	real	b	flexref_173.pdb	0.750	rigidbody_106.pdb	0.727	0.023
7w1sB	real	b	flexref_95.pdb	0.864	rigidbody_490.pdb	0.773	0.091
7w1sB	real	b	flexref_62.pdb	0.705	rigidbody_372.pdb	0.636	0.069
7w1sB	real	b	flexref_194.pdb	0.773	rigidbody_375.pdb	0.795	-0.022
7w1sB	real	b	flexref_56.pdb	0.727	rigidbody_198.pdb	0.591	0.136
7w1sB	real	b	flexref_10.pdb	0.523	rigidbody_383.pdb	0.636	-0.113
7w1sB	real	b	flexref_179.pdb	0.727	rigidbody_344.pdb	0.795	-0.068
7w1sB	real	b	flexref_28.pdb	0.682	rigidbody_377.pdb	0.591	0.091
7w1sB	real	b	flexref_160.pdb	0.636	rigidbody_369.pdb	0.591	0.045
7w1sB	real	b	flexref_129.pdb	0.750	rigidbody_278.pdb	0.773	-0.023
7w1sB	real	b	flexref_115.pdb	0.591	rigidbody_135.pdb	0.636	-0.045
7w1sB	real	b	flexref_66.pdb	0.591	rigidbody_302.pdb	0.591	0.000
7w1sB	real	b	flexref_166.pdb	0.750	rigidbody_56.pdb	0.636	0.114
7w1sB	real	b	flexref_167.pdb	0.841	rigidbody_418.pdb	0.841	0.000
7w1sB	real	b	flexref_89.pdb	0.477	rigidbody_184.pdb	0.591	-0.114
7w1sB	real	b	flexref_32.pdb	0.659	rigidbody_126.pdb	0.682	-0.023
7w1sB	real	b	flexref_186.pdb	0.818	rigidbody_328.pdb	0.864	-0.046
